Example,Time (days),Filter,Magnitude,Uncertainty
1,9.432857142857141,ztfi,27.730968,0.20167701
1,9.63142857142857,ztfg,32.26419,0.17332475
1,9.63142857142857,ztfr,29.465643,0.19975123
1,9.63142857142857,ztfi,27.912323,0.2056837
1,9.83,ztfg,32.133675,0.16951637
1,9.83,ztfr,29.589111,0.20137149
1,9.83,ztfi,28.120419,0.2041799
1,10.028571428571428,ztfg,32.311935,0.16801277
1,10.028571428571428,ztfr,29.504602,0.1913893
1,10.028571428571428,ztfi,28.143698,0.20205104
1,10.227142857142857,ztfg,32.522354,0.16400714
1,10.227142857142857,ztfr,29.799088,0.20034719
1,10.227142857142857,ztfi,27.9546,0.20414333
1,10.425714285714285,ztfg,32.59854,0.16467129
1,10.425714285714285,ztfr,29.647799,0.19085939
1,10.425714285714285,ztfi,28.21413,0.2079657
1,10.624285714285714,ztfg,32.839596,0.16489184
1,10.624285714285714,ztfr,29.901833,0.19787967
1,10.624285714285714,ztfi,28.43983,0.21601309
1,10.822857142857142,ztfg,33.078472,0.1733628
1,10.822857142857142,ztfr,30.222776,0.19543831
1,10.822857142857142,ztfi,28.350693,0.20117082
1,11.02142857142857,ztfg,33.138702,0.16170844
1,11.02142857142857,ztfr,29.970642,0.19305813
1,11.02142857142857,ztfi,28.496021,0.20765613
1,11.219999999999999,ztfg,33.049267,0.16544157
1,11.219999999999999,ztfr,30.08674,0.1952669
1,11.219999999999999,ztfi,28.598648,0.20720819
1,11.418571428571427,ztfg,33.30615,0.16704872
1,11.418571428571427,ztfr,30.308395,0.20578487
1,11.418571428571427,ztfi,28.503098,0.20931584
1,11.617142857142856,ztfg,33.431156,0.16272967
1,11.617142857142856,ztfr,30.287832,0.19373985
1,11.617142857142856,ztfi,28.627487,0.20583488
1,11.815714285714286,ztfg,33.693172,0.15945713
1,11.815714285714286,ztfr,30.233427,0.19874619
1,11.815714285714286,ztfi,28.766928,0.20571558
1,12.014285714285714,ztfg,33.564495,0.16421919
1,12.014285714285714,ztfr,30.575834,0.19499771
1,12.014285714285714,ztfi,28.918379,0.19902474
1,12.212857142857143,ztfg,33.642506,0.16209304
1,12.212857142857143,ztfr,30.481298,0.19067119
1,12.212857142857143,ztfi,29.021336,0.21413732
1,12.411428571428571,ztfg,33.679695,0.16217571
1,12.411428571428571,ztfr,30.658106,0.19970149
1,12.411428571428571,ztfi,28.827105,0.20712738
1,12.61,ztfg,33.84302,0.16337247
1,12.61,ztfr,30.67615,0.19538622
1,12.61,ztfi,28.92285,0.20550898
1,12.808571428571428,ztfg,34.165966,0.1587027
1,12.808571428571428,ztfr,30.973667,0.20202503
1,12.808571428571428,ztfi,29.148668,0.20924208
1,13.007142857142856,ztfg,34.33487,0.15484285
1,13.007142857142856,ztfr,30.823935,0.19769463
1,13.007142857142856,ztfi,29.17782,0.20532237
1,13.205714285714285,ztfg,34.206856,0.16229211
1,13.205714285714285,ztfr,30.958538,0.19787313
1,13.205714285714285,ztfi,29.248957,0.200803
1,13.404285714285713,ztfg,34.506798,0.15837863
1,13.404285714285713,ztfr,31.252413,0.19652294
1,13.404285714285713,ztfi,29.59535,0.20621452
1,13.602857142857141,ztfg,34.58211,0.16092825
1,13.602857142857141,ztfr,31.066746,0.20169632
1,13.602857142857141,ztfi,29.300344,0.2114043
1,13.80142857142857,ztfg,34.50061,0.16361444
1,13.80142857142857,ztfr,31.291721,0.19890189
1,13.80142857142857,ztfi,29.45199,0.20876093
1,14.0,ztfg,34.778034,0.15659568
1,14.0,ztfr,31.51836,0.19555451
1,14.0,ztfi,29.568811,0.20862475
2,0.1,ztfg,25.911303,0.233696
2,0.1,ztfr,25.016905,0.18678048
2,0.1,ztfi,24.825071,0.15021677
2,0.2985714285714286,ztfg,22.305038,0.19483884
2,0.2985714285714286,ztfr,21.803122,0.20540981
2,0.2985714285714286,ztfi,22.178064,0.19986193
2,0.4971428571428571,ztfg,21.454018,0.19608732
2,0.4971428571428571,ztfr,21.122742,0.21421629
2,0.4971428571428571,ztfi,20.957003,0.21241915
2,0.6957142857142856,ztfg,21.229324,0.19233327
2,0.6957142857142856,ztfr,20.40748,0.21556497
2,0.6957142857142856,ztfi,20.676971,0.20826438
2,0.8942857142857142,ztfg,21.178799,0.1851518
2,0.8942857142857142,ztfr,20.574791,0.21020837
2,0.8942857142857142,ztfi,20.258501,0.20733619
2,1.092857142857143,ztfg,21.136305,0.18300487
2,1.092857142857143,ztfr,20.487123,0.2174554
2,1.092857142857143,ztfi,20.268312,0.203939
2,1.2914285714285714,ztfg,21.626514,0.17607711
2,1.2914285714285714,ztfr,20.42625,0.21728034
2,1.2914285714285714,ztfi,20.40709,0.20463824
2,1.49,ztfg,21.879126,0.1776612
2,1.49,ztfr,20.683355,0.21396016
2,1.49,ztfi,20.461302,0.20829974
2,1.6885714285714286,ztfg,21.93771,0.18060194
2,1.6885714285714286,ztfr,20.643473,0.21253233
2,1.6885714285714286,ztfi,20.586018,0.20360638
2,1.8871428571428572,ztfg,22.30635,0.18359241
2,1.8871428571428572,ztfr,21.027336,0.21081151
2,1.8871428571428572,ztfi,20.595419,0.20530948
2,2.085714285714286,ztfg,22.508305,0.1907264
2,2.085714285714286,ztfr,21.283794,0.20636064
2,2.085714285714286,ztfi,20.753801,0.20370358
2,2.2842857142857143,ztfg,22.765064,0.18941629
2,2.2842857142857143,ztfr,21.690716,0.20384862
2,2.2842857142857143,ztfi,21.009615,0.20634216
2,2.4828571428571427,ztfg,23.178923,0.19352438
2,2.4828571428571427,ztfr,21.650684,0.20389238
2,2.4828571428571427,ztfi,21.172361,0.20389126
2,2.6814285714285715,ztfg,23.218174,0.19840972
2,2.6814285714285715,ztfr,21.803524,0.21100749
2,2.6814285714285715,ztfi,21.059767,0.21256521
2,2.88,ztfg,23.498297,0.20037846
2,2.88,ztfr,22.183296,0.20492452
2,2.88,ztfi,21.50556,0.21045107
2,3.0785714285714287,ztfg,23.789404,0.2099541
2,3.0785714285714287,ztfr,22.454798,0.20526236
2,3.0785714285714287,ztfi,21.57995,0.21044789
2,3.277142857142857,ztfg,24.07231,0.21017641
2,3.277142857142857,ztfr,22.614204,0.20492935
2,3.277142857142857,ztfi,21.573868,0.21257688
2,3.4757142857142855,ztfg,24.460575,0.20741284
2,3.4757142857142855,ztfr,22.712034,0.20137395
2,3.4757142857142855,ztfi,21.916567,0.21719322
2,3.6742857142857144,ztfg,24.552786,0.20675874
2,3.6742857142857144,ztfr,23.044476,0.20376605
2,3.6742857142857144,ztfi,21.96139,0.21013069
2,3.8728571428571428,ztfg,24.609848,0.21227561
2,3.8728571428571428,ztfr,23.106298,0.20607823
2,3.8728571428571428,ztfi,22.212317,0.21299142
2,4.071428571428571,ztfg,25.179386,0.20874482
2,4.071428571428571,ztfr,23.36743,0.20524701
2,4.071428571428571,ztfi,22.281492,0.21663484
2,4.27,ztfg,25.072504,0.2181354
2,4.27,ztfr,23.278608,0.20723811
2,4.27,ztfi,22.323788,0.2149877
2,4.468571428571428,ztfg,25.268185,0.2169383
2,4.468571428571428,ztfr,23.504686,0.20544903
2,4.468571428571428,ztfi,22.544468,0.21639507
2,4.667142857142856,ztfg,25.352377,0.21560644
2,4.667142857142856,ztfr,23.646828,0.20556329
2,4.667142857142856,ztfi,22.775232,0.21817797
2,4.865714285714285,ztfg,25.725965,0.20705517
2,4.865714285714285,ztfr,23.689808,0.2085639
2,4.865714285714285,ztfi,22.749792,0.21987315
2,5.064285714285714,ztfg,25.941795,0.21542987
2,5.064285714285714,ztfr,23.951988,0.20788287
2,5.064285714285714,ztfi,22.99703,0.21723755
2,5.2628571428571425,ztfg,25.85773,0.21569423
2,5.2628571428571425,ztfr,24.166632,0.2083366
2,5.2628571428571425,ztfi,22.8763,0.21974054
2,5.461428571428571,ztfg,26.274061,0.21047117
2,5.461428571428571,ztfr,24.308546,0.20563616
2,5.461428571428571,ztfi,23.099836,0.2171082
2,5.659999999999999,ztfg,26.238012,0.21445942
2,5.659999999999999,ztfr,24.28985,0.21202037
2,5.659999999999999,ztfi,23.129377,0.21840091
2,5.858571428571428,ztfg,26.469116,0.20826526
2,5.858571428571428,ztfr,24.432667,0.20795408
2,5.858571428571428,ztfi,23.14565,0.22544003
2,6.057142857142857,ztfg,26.623983,0.20687386
2,6.057142857142857,ztfr,24.600122,0.20478575
2,6.057142857142857,ztfi,23.370966,0.22029981
2,6.255714285714285,ztfg,27.101755,0.20191567
2,6.255714285714285,ztfr,24.695305,0.20700921
2,6.255714285714285,ztfi,23.611961,0.21718809
2,6.454285714285714,ztfg,27.080418,0.20198114
2,6.454285714285714,ztfr,24.838854,0.20707108
2,6.454285714285714,ztfi,23.6564,0.21709073
2,6.652857142857142,ztfg,27.076996,0.1992254
2,6.652857142857142,ztfr,24.988909,0.20537831
2,6.652857142857142,ztfi,23.744436,0.22528782
2,6.8514285714285705,ztfg,27.297733,0.2099728
2,6.8514285714285705,ztfr,25.196417,0.20360154
2,6.8514285714285705,ztfi,23.73487,0.22375862
2,7.05,ztfg,27.328337,0.2029675
2,7.05,ztfr,25.456512,0.20492251
2,7.05,ztfi,24.130861,0.21623906
2,7.248571428571428,ztfg,27.632746,0.19852659
2,7.248571428571428,ztfr,25.473686,0.20803107
2,7.248571428571428,ztfi,23.994051,0.2186541
2,7.447142857142857,ztfg,27.56081,0.19957343
2,7.447142857142857,ztfr,25.576155,0.20751
2,7.447142857142857,ztfi,24.448572,0.21968448
2,7.645714285714285,ztfg,27.755836,0.19842657
2,7.645714285714285,ztfr,25.491226,0.20770164
2,7.645714285714285,ztfi,24.344166,0.21851648
2,7.844285714285713,ztfg,28.170763,0.19517547
2,7.844285714285713,ztfr,25.426224,0.20685399
2,7.844285714285713,ztfi,24.12513,0.2200096
2,8.042857142857143,ztfg,28.324831,0.1894262
2,8.042857142857143,ztfr,25.718624,0.20792525
2,8.042857142857143,ztfi,24.314177,0.21787134
2,8.241428571428571,ztfg,28.38047,0.19179238
2,8.241428571428571,ztfr,25.832602,0.2074446
2,8.241428571428571,ztfi,24.445545,0.22425988
2,8.44,ztfg,28.532234,0.18876581
2,8.44,ztfr,26.187403,0.2138836
2,8.44,ztfi,24.53448,0.21783157
2,8.638571428571428,ztfg,28.71314,0.18957415
2,8.638571428571428,ztfr,26.067636,0.21131162
2,8.638571428571428,ztfi,24.663185,0.22164668
2,8.837142857142856,ztfg,28.818623,0.18665141
2,8.837142857142856,ztfr,26.1511,0.20938392
2,8.837142857142856,ztfi,24.711582,0.21833956
2,9.035714285714285,ztfg,28.911226,0.18782793
2,9.035714285714285,ztfr,26.29262,0.2057588
2,9.035714285714285,ztfi,24.797825,0.21597168
2,9.234285714285713,ztfg,29.032808,0.18789797
2,9.234285714285713,ztfr,26.280321,0.20577085
2,9.234285714285713,ztfi,24.745777,0.22088932
2,9.432857142857141,ztfg,29.37646,0.18651703
2,9.432857142857141,ztfr,26.613228,0.21171422
2,9.432857142857141,ztfi,24.762213,0.21592008
2,9.63142857142857,ztfg,29.384453,0.18793169
